player,comp,round,date,venue,opp,pos,min,type,assisted,time_class,assist,solo,year,month,day,dayofweek,dayofyear,weekofyear,quarter,goal
messi,LaLiga,27,2016-03-03,A,Rayo Vallecano  ,,53,Left-footed shot,,secound_half,0,solo,2016,3,3,4,63,9,1,1
messi,LaLiga,27,2016-03-03,A,Rayo Vallecano  ,,72,Left-footed shot,Sergio Busquets,secound_half,Sergio Busquets,assisted,2016,3,3,4,63,9,1,1
messi,LaLiga,28,2016-03-06,A,SD Eibar  ,RW ,42,Left-footed shot,Munir El Haddadi,first_half,Munir El Haddadi,assisted,2016,3,6,7,66,9,1,1
messi,LaLiga,28,2016-03-06,A,SD Eibar  ,,76,Penalty,,secound_half,0,solo,2016,3,6,7,66,9,1,1
messi,LaLiga,29,2016-03-12,H,Getafe  ,CF,41,Left-footed shot,Arda Turan,first_half,Arda Turan,assisted,2016,3,12,6,72,10,1,1
messi,Champions League,last 16,2016-03-16,H,Arsenal,RW,86,Left-footed shot,Neymar,secound_half,Neymar,assisted,2016,3,16,3,76,11,1,1
messi,LaLiga,33,2016-04-17,H,Valencia  ,RW,63,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2016,4,17,7,108,15,2,1
messi,LaLiga,34,2016-04-20,A,Dep. La Coruña  ,RW,73,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2016,4,20,3,111,16,2,1
messi,LaLiga,35,2016-04-23,H,Sporting Gijón  ,RW,13,Header,,first_half,0,solo,2016,4,23,6,114,16,2,1
messi,LaLiga,37,2016-05-08,H,Espanyol  ,RW,8,Direct free kick,,first_half,0,solo,2016,5,8,7,129,18,2,1
messi,Supercopa,final,2016-08-17,H,Sevilla FC,RW ,55,Header,Lucas Digne,secound_half,Lucas Digne,assisted,2016,8,17,3,230,33,3,1
messi,LaLiga,1,2016-08-20,H,Real Betis  ,RW ,37,Left-footed shot,Sergi Roberto,first_half,Sergi Roberto,assisted,2016,8,20,6,233,33,3,1
messi,LaLiga,1,2016-08-20,H,Real Betis  ,,58,Left-footed shot,Arda Turan,secound_half,Arda Turan,assisted,2016,8,20,6,233,33,3,1
messi,Champions League,Group Stage,2016-09-13,H,Celtic,RW ,3,Left-footed shot,Neymar,first_half,Neymar,assisted,2016,9,13,2,257,37,3,1
messi,Champions League,Group Stage,2016-09-13,H,Celtic,,27,Left-footed shot,Neymar,first_half,Neymar,assisted,2016,9,13,2,257,37,3,1
messi,Champions League,Group Stage,2016-09-13,H,Celtic,,60,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2016,9,13,2,257,37,3,1
messi,LaLiga,4,2016-09-17,A,CD Leganés  ,RW,15,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2016,9,17,6,261,37,3,1
messi,LaLiga,4,2016-09-17,A,CD Leganés  ,,55,Penalty,,secound_half,0,solo,2016,9,17,6,261,37,3,1
messi,LaLiga,8,2016-10-15,H,Dep. La Coruña  ,RW,58,Left-footed shot,Neymar,secound_half,Neymar,assisted,2016,10,15,6,289,41,4,1
messi,Champions League,Group Stage,2016-10-19,H,Man City,RW,17,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2016,10,19,3,293,42,4,1
messi,Champions League,Group Stage,2016-10-19,H,Man City,,61,Left-footed shot,Andrés Iniesta,secound_half,Andrés Iniesta,assisted,2016,10,19,3,293,42,4,1
messi,Champions League,Group Stage,2016-10-19,H,Man City,,69,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2016,10,19,3,293,42,4,1
messi,LaLiga,9,2016-10-22,A,Valencia  ,RW,22,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2016,10,22,6,296,42,4,1
messi,LaLiga,9,2016-10-22,A,Valencia  ,,904,Penalty,,extra_time,0,solo,2016,10,22,6,296,42,4,1
messi,Champions League,Group Stage,2016-11-01,A,Man City,RW ,21,Left-footed shot,Neymar,first_half,Neymar,assisted,2016,11,1,2,306,44,4,1
messi,LaLiga,11,2016-11-06,A,Sevilla FC  ,RW ,43,Left-footed shot,Neymar,first_half,Neymar,assisted,2016,11,6,7,311,44,4,1
messi,Champions League,Group Stage,2016-11-23,A,Celtic,RW ,24,Left-footed shot,Neymar,first_half,Neymar,assisted,2016,11,23,3,328,47,4,1
messi,Champions League,Group Stage,2016-11-23,A,Celtic,,55,Penalty,,secound_half,0,solo,2016,11,23,3,328,47,4,1
messi,LaLiga,13,2016-11-27,A,Real Sociedad  ,RW ,59,Left-footed shot,Neymar,secound_half,Neymar,assisted,2016,11,27,7,332,47,4,1
messi,Champions League,Group Stage,2016-12-06,H,Bor. M'gladbach,RW,16,Left-footed shot,Arda Turan,first_half,Arda Turan,assisted,2016,12,6,2,341,49,4,1
messi,LaLiga,15,2016-12-10,A,CA Osasuna  ,RW,72,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2016,12,10,6,345,49,4,1
messi,LaLiga,15,2016-12-10,A,CA Osasuna  ,,902,Left-footed shot,Sergio Busquets,extra_time,Sergio Busquets,assisted,2016,12,10,6,345,49,4,1
messi,LaLiga,16,2016-12-18,H,Espanyol  ,RW,90,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2016,12,18,7,353,50,4,1
messi,Copa del Rey,last 16,2017-01-05,A,Athletic,RW,52,Direct free kick,,secound_half,0,solo,2017,1,5,4,5,1,1,1
messi,LaLiga,17,2017-01-08,A,Villarreal  ,RW,90,Direct free kick,,secound_half,0,solo,2017,1,8,7,8,1,1,1
messi,Copa del Rey,last 16,2017-01-11,H,Athletic,RW,78,Direct free kick,,secound_half,0,solo,2017,1,11,3,11,2,1,1
messi,LaLiga,18,2017-01-14,H,UD Las Palmas  ,RW ,52,Right-footed shot,,secound_half,0,solo,2017,1,14,6,14,2,1,1
messi,LaLiga,19,2017-01-22,A,SD Eibar  ,RW ,50,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2017,1,22,7,22,3,1,1
messi,Copa del Rey,Quarter-Finals,2017-01-26,H,Real Sociedad,RW ,55,Penalty,,secound_half,0,solo,2017,1,26,4,26,4,1,1
messi,Copa del Rey,Semi-Finals,2017-02-01,A,Atlético Madrid,RW ,33,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2017,2,1,3,32,5,1,1
messi,LaLiga,21,2017-02-04,H,Athletic  ,RW ,40,Direct free kick,,first_half,0,solo,2017,2,4,6,35,5,1,1
messi,LaLiga,22,2017-02-11,A,Alavés  ,RW ,59,Left-footed shot,Neymar,secound_half,Neymar,assisted,2017,2,11,6,42,6,1,1
messi,LaLiga,23,2017-02-19,H,CD Leganés  ,RW,4,Right-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2017,2,19,7,50,7,1,1
messi,LaLiga,23,2017-02-19,H,CD Leganés  ,,90,Penalty,,secound_half,0,solo,2017,2,19,7,50,7,1,1
messi,LaLiga,24,2017-02-26,A,Atlético Madrid  ,RW,86,Left-footed shot,,secound_half,0,solo,2017,2,26,7,57,8,1,1
messi,LaLiga,25,2017-03-01,H,Sporting Gijón  ,RW ,9,Header,Javier Mascherano,first_half,Javier Mascherano,assisted,2017,3,1,3,60,9,1,1
messi,LaLiga,26,2017-03-04,H,Celta de Vigo  ,AM ,24,Left-footed shot,Sergio Busquets,first_half,Sergio Busquets,assisted,2017,3,4,6,63,9,1,1
messi,LaLiga,26,2017-03-04,H,Celta de Vigo  ,,64,Left-footed shot,,secound_half,0,solo,2017,3,4,6,63,9,1,1
messi,Champions League,last 16,2017-03-08,H,Paris SG,AM,50,Penalty,,secound_half,0,solo,2017,3,8,3,67,10,1,1
messi,LaLiga,28,2017-03-19,H,Valencia  ,AM,45,Penalty,,first_half,0,solo,2017,3,19,7,78,11,1,1
messi,LaLiga,28,2017-03-19,H,Valencia  ,,53,Right-footed shot,Javier Mascherano,secound_half,Javier Mascherano,assisted,2017,3,19,7,78,11,1,1
messi,LaLiga,30,2017-04-05,H,Sevilla FC  ,RW,28,Right-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2017,4,5,3,95,14,2,1
messi,LaLiga,30,2017-04-05,H,Sevilla FC  ,,33,Left-footed shot,,first_half,0,solo,2017,4,5,3,95,14,2,1
messi,LaLiga,32,2017-04-15,H,Real Sociedad  ,RW ,17,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2017,4,15,6,105,15,2,1
messi,LaLiga,32,2017-04-15,H,Real Sociedad  ,,37,Tap-in,,first_half,0,solo,2017,4,15,6,105,15,2,1
messi,LaLiga,33,2017-04-23,A,Real Madrid  ,RW,33,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2017,4,23,7,113,16,2,1
messi,LaLiga,33,2017-04-23,A,Real Madrid  ,,902,Left-footed shot,Jordi Alba,extra_time,Jordi Alba,assisted,2017,4,23,7,113,16,2,1
messi,LaLiga,34,2017-04-26,H,CA Osasuna  ,AM ,12,Left-footed shot,,first_half,0,solo,2017,4,26,3,116,17,2,1
messi,LaLiga,34,2017-04-26,H,CA Osasuna  ,,61,Left-footed shot,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2017,4,26,3,116,17,2,1
messi,LaLiga,36,2017-05-06,H,Villarreal  ,RW,45,Left-footed shot,Sergio Busquets,first_half,Sergio Busquets,assisted,2017,5,6,6,126,18,2,1
messi,LaLiga,36,2017-05-06,H,Villarreal  ,,82,Penalty,,secound_half,0,solo,2017,5,6,6,126,18,2,1
messi,LaLiga,38,2017-05-21,H,SD Eibar  ,RW,75,Penalty,,secound_half,0,solo,2017,5,21,7,141,20,2,1
messi,LaLiga,38,2017-05-21,H,SD Eibar  ,,902,Right-footed shot,,extra_time,0,solo,2017,5,21,7,141,20,2,1
messi,Copa del Rey,Final,2017-05-27,H,Alavés,RW,30,Left-footed shot,Neymar,first_half,Neymar,assisted,2017,5,27,6,147,21,2,1
messi,Supercopa,final,2017-08-13,H,Real Madrid,RW,77,Penalty,,secound_half,0,solo,2017,8,13,7,225,32,3,1
messi,LaLiga,2,2017-08-26,A,Alavés  ,CF,55,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2017,8,26,6,238,34,3,1
messi,LaLiga,2,2017-08-26,A,Alavés  ,,66,Left-footed shot,Paco Alcácer,secound_half,Paco Alcácer,assisted,2017,8,26,6,238,34,3,1
messi,LaLiga,3,2017-09-09,H,Espanyol  ,CF,26,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2017,9,9,6,252,36,3,1
messi,LaLiga,3,2017-09-09,H,Espanyol  ,,35,Right-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2017,9,9,6,252,36,3,1
messi,LaLiga,3,2017-09-09,H,Espanyol  ,,67,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2017,9,9,6,252,36,3,1
messi,Champions League,Group Stage,2017-09-12,H,Juventus,CF,45,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2017,9,12,2,255,37,3,1
messi,Champions League,Group Stage,2017-09-12,H,Juventus,,69,Left-footed shot,,secound_half,0,solo,2017,9,12,2,255,37,3,1
messi,LaLiga,5,2017-09-19,H,SD Eibar  ,CF,21,Penalty,,first_half,0,solo,2017,9,19,2,262,38,3,1
messi,LaLiga,5,2017-09-19,H,SD Eibar  ,,59,Left-footed shot,Sergio Busquets,secound_half,Sergio Busquets,assisted,2017,9,19,2,262,38,3,1
messi,LaLiga,5,2017-09-19,H,SD Eibar  ,,62,Left-footed shot,Paulinho,secound_half,Paulinho,assisted,2017,9,19,2,262,38,3,1
messi,LaLiga,5,2017-09-19,H,SD Eibar  ,,87,Left-footed shot,Aleix Vidal,secound_half,Aleix Vidal,assisted,2017,9,19,2,262,38,3,1
messi,LaLiga,7,2017-10-01,H,UD Las Palmas  ,SS,70,Left-footed shot,Denis Suárez,secound_half,Denis Suárez,assisted,2017,10,1,7,274,39,4,1
messi,LaLiga,7,2017-10-01,H,UD Las Palmas  ,,77,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2017,10,1,7,274,39,4,1
messi,Champions League,Group Stage,2017-10-18,H,Olympiacos,CF,61,Direct free kick,,secound_half,0,solo,2017,10,18,3,291,42,4,1
messi,LaLiga,10,2017-10-28,A,Athletic  ,SS ,37,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2017,10,28,6,301,43,4,1
messi,LaLiga,14,2017-12-02,H,Celta de Vigo  ,SS,22,Left-footed shot,Paulinho,first_half,Paulinho,assisted,2017,12,2,6,336,48,4,1
messi,LaLiga,15,2017-12-10,A,Villarreal  ,RW ,83,Left-footed shot,Sergio Busquets,secound_half,Sergio Busquets,assisted,2017,12,10,7,344,49,4,1
messi,LaLiga,17,2017-12-23,A,Real Madrid  ,SS,64,Penalty,,secound_half,0,solo,2017,12,23,6,357,51,4,1
messi,LaLiga,18,2018-01-07,H,Levante  ,SS,12,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2018,1,7,7,7,1,1,1
messi,Copa del Rey,last 16,2018-01-11,H,Celta de Vigo,SS,13,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2018,1,11,4,11,2,1,1
messi,Copa del Rey,last 16,2018-01-11,H,Celta de Vigo,,15,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2018,1,11,4,11,2,1,1
messi,LaLiga,19,2018-01-14,A,Real Sociedad  ,SS ,85,Direct free kick,,secound_half,0,solo,2018,1,14,7,14,2,1,1
messi,LaLiga,20,2018-01-21,A,Real Betis  ,SS ,64,Left-footed shot,Sergio Busquets,secound_half,Sergio Busquets,assisted,2018,1,21,7,21,3,1,1
messi,LaLiga,20,2018-01-21,A,Real Betis  ,,80,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2018,1,21,7,21,3,1,1
messi,Copa del Rey,Quarter-Finals,2018-01-25,H,Espanyol,SS,25,Deflected shot on goal,,first_half,0,solo,2018,1,25,4,25,4,1,1
messi,LaLiga,21,2018-01-28,H,Alavés  ,SS,84,Direct free kick,,secound_half,0,solo,2018,1,28,7,28,4,1,1
messi,Champions League,last 16,2018-02-20,A,Chelsea,SS,75,Left-footed shot,Andrés Iniesta,secound_half,Andrés Iniesta,assisted,2018,2,20,2,51,8,1,1
messi,LaLiga,25,2018-02-24,H,Girona  ,SS ,30,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2018,2,24,6,55,8,1,1
messi,LaLiga,25,2018-02-24,H,Girona  ,,36,Direct free kick,,first_half,0,solo,2018,2,24,6,55,8,1,1
messi,LaLiga,26,2018-03-01,A,UD Las Palmas  ,SS,21,Direct free kick,,first_half,0,solo,2018,3,1,4,60,9,1,1
messi,LaLiga,27,2018-03-04,H,Atlético Madrid  ,SS,26,Direct free kick,,first_half,0,solo,2018,3,4,7,63,9,1,1
messi,Champions League,last 16,2018-03-14,H,Chelsea,SS,3,Right-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2018,3,14,3,73,11,1,1
messi,Champions League,last 16,2018-03-14,H,Chelsea,,63,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2018,3,14,3,73,11,1,1
messi,LaLiga,29,2018-03-18,H,Athletic  ,SS ,30,Left-footed shot,Ousmane Dembélé,first_half,Ousmane Dembélé,assisted,2018,3,18,7,77,11,1,1
messi,LaLiga,30,2018-03-31,A,Sevilla FC  ,RW,89,Left-footed shot,Philippe Coutinho,secound_half,Philippe Coutinho,assisted,2018,3,31,6,90,13,1,1
messi,LaLiga,31,2018-04-07,H,CD Leganés  ,SS ,27,Direct free kick,,first_half,0,solo,2018,4,7,6,97,14,2,1
messi,LaLiga,31,2018-04-07,H,CD Leganés  ,,32,Left-footed shot,Philippe Coutinho,first_half,Philippe Coutinho,assisted,2018,4,7,6,97,14,2,1
messi,LaLiga,31,2018-04-07,H,CD Leganés  ,,87,Left-footed shot,Ousmane Dembélé,secound_half,Ousmane Dembélé,assisted,2018,4,7,6,97,14,2,1
messi,Copa del Rey,Final,2018-04-21,A,Sevilla FC,SS,31,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2018,4,21,6,111,16,2,1
messi,LaLiga,35,2018-04-29,A,Dep. La Coruña  ,SS ,38,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2018,4,29,7,119,17,2,1
messi,LaLiga,35,2018-04-29,A,Dep. La Coruña  ,,82,Right-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2018,4,29,7,119,17,2,1
messi,LaLiga,35,2018-04-29,A,Dep. La Coruña  ,,85,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2018,4,29,7,119,17,2,1
messi,LaLiga,36,2018-05-06,H,Real Madrid  ,SS,52,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2018,5,6,7,126,18,2,1
messi,LaLiga,34,2018-05-09,H,Villarreal  ,CF,45,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2018,5,9,3,129,19,2,1
messi,LaLiga,1,2018-08-18,H,Alavés  ,RW ,64,Direct free kick,,secound_half,0,solo,2018,8,18,6,230,33,3,1
messi,LaLiga,1,2018-08-18,H,Alavés  ,,902,Left-footed shot,Luis Suárez,extra_time,Luis Suárez,assisted,2018,8,18,6,230,33,3,1
messi,LaLiga,3,2018-09-02,H,SD Huesca  ,RW ,16,Right-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2018,9,2,7,245,35,3,1
messi,LaLiga,3,2018-09-02,H,SD Huesca  ,,61,Left-footed shot,Philippe Coutinho,secound_half,Philippe Coutinho,assisted,2018,9,2,7,245,35,3,1
messi,Champions League,Group Stage,2018-09-18,H,PSV Eindhoven,RW ,31,Direct free kick,,first_half,0,solo,2018,9,18,2,261,38,3,1
messi,Champions League,Group Stage,2018-09-18,H,PSV Eindhoven,,77,Left-footed shot,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2018,9,18,2,261,38,3,1
messi,Champions League,Group Stage,2018-09-18,H,PSV Eindhoven,,87,Right-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2018,9,18,2,261,38,3,1
messi,LaLiga,5,2018-09-23,H,Girona  ,RW ,19,Left-footed shot,Arturo Vidal,first_half,Arturo Vidal,assisted,2018,9,23,7,266,38,3,1
messi,Champions League,Group Stage,2018-10-03,A,Spurs,RW ,56,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2018,10,3,3,276,40,4,1
messi,Champions League,Group Stage,2018-10-03,A,Spurs,,90,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2018,10,3,3,276,40,4,1
messi,LaLiga,8,2018-10-07,A,Valencia  ,RW ,23,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2018,10,7,7,280,40,4,1
messi,LaLiga,9,2018-10-20,H,Sevilla FC  ,RW ,12,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2018,10,20,6,293,42,4,1
messi,LaLiga,12,2018-11-11,H,Real Betis  ,SS ,68,Penalty,,secound_half,0,solo,2018,11,11,7,315,45,4,1
messi,LaLiga,12,2018-11-11,H,Real Betis  ,,904,Left-footed shot,Arturo Vidal,extra_time,Arturo Vidal,assisted,2018,11,11,7,315,45,4,1
messi,Champions League,Group Stage,2018-11-28,A,PSV Eindhoven,CF ,61,Left-footed shot,Ousmane Dembélé,secound_half,Ousmane Dembélé,assisted,2018,11,28,3,332,48,4,1
messi,LaLiga,15,2018-12-08,A,Espanyol  ,RW ,17,Direct free kick,,first_half,0,solo,2018,12,8,6,342,49,4,1
messi,LaLiga,15,2018-12-08,A,Espanyol  ,,65,Direct free kick,,secound_half,0,solo,2018,12,8,6,342,49,4,1
messi,LaLiga,16,2018-12-16,A,Levante  ,CF ,43,Right-footed shot,Sergio Busquets,first_half,Sergio Busquets,assisted,2018,12,16,7,350,50,4,1
messi,LaLiga,16,2018-12-16,A,Levante  ,,47,Left-footed shot,,secound_half,0,solo,2018,12,16,7,350,50,4,1
messi,LaLiga,16,2018-12-16,A,Levante  ,,60,Left-footed shot,Arturo Vidal,secound_half,Arturo Vidal,assisted,2018,12,16,7,350,50,4,1
messi,LaLiga,17,2018-12-22,H,Celta de Vigo  ,RW ,45,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2018,12,22,6,356,51,4,1
messi,LaLiga,18,2019-01-06,A,Getafe  ,RW ,20,Left-footed shot,,first_half,0,solo,2019,1,6,7,6,1,1,1
messi,LaLiga,19,2019-01-13,H,SD Eibar  ,RW ,53,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2019,1,13,7,13,2,1,1
messi,Copa del Rey,last 16,2019-01-17,H,Levante,CF ,54,Left-footed shot,Nélson Semedo,secound_half,Nélson Semedo,assisted,2019,1,17,4,17,3,1,1
messi,LaLiga,20,2019-01-20,H,CD Leganés  ,SS,902,Right-footed shot,Jordi Alba,extra_time,Jordi Alba,assisted,2019,1,20,7,20,3,1,1
messi,LaLiga,21,2019-01-27,A,Girona  ,RW ,69,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2019,1,27,7,27,4,1,1
messi,Copa del Rey,Quarter-Finals,2019-01-30,H,Sevilla FC,RW ,902,Left-footed shot,Jordi Alba,extra_time,Jordi Alba,assisted,2019,1,30,3,30,5,1,1
messi,LaLiga,22,2019-02-02,H,Valencia  ,RW ,39,Penalty,,first_half,0,solo,2019,2,2,6,33,5,1,1
messi,LaLiga,22,2019-02-02,H,Valencia  ,,64,Left-footed shot,Arturo Vidal,secound_half,Arturo Vidal,assisted,2019,2,2,6,33,5,1,1
messi,LaLiga,24,2019-02-16,H,Real Valladolid  ,RW ,43,Penalty,,first_half,0,solo,2019,2,16,6,47,7,1,1
messi,LaLiga,25,2019-02-23,A,Sevilla FC  ,RW ,26,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2019,2,23,6,54,8,1,1
messi,LaLiga,25,2019-02-23,A,Sevilla FC  ,,67,Right-footed shot,Ousmane Dembélé,secound_half,Ousmane Dembélé,assisted,2019,2,23,6,54,8,1,1
messi,LaLiga,25,2019-02-23,A,Sevilla FC  ,,85,Left-footed shot,,secound_half,0,solo,2019,2,23,6,54,8,1,1
messi,LaLiga,27,2019-03-09,H,Rayo Vallecano  ,RW ,51,Penalty,,secound_half,0,solo,2019,3,9,6,68,10,1,1
messi,Champions League,last 16,2019-03-13,H,Olympique Lyon,RW ,18,Penalty,,first_half,0,solo,2019,3,13,3,72,11,1,1
messi,Champions League,last 16,2019-03-13,H,Olympique Lyon,,78,Right-footed shot,Sergio Busquets,secound_half,Sergio Busquets,assisted,2019,3,13,3,72,11,1,1
messi,LaLiga,28,2019-03-17,A,Real Betis  ,SS ,18,Direct free kick,,first_half,0,solo,2019,3,17,7,76,11,1,1
messi,LaLiga,28,2019-03-17,A,Real Betis  ,,452,Left-footed shot,Luis Suárez,extra_time,Luis Suárez,assisted,2019,3,17,7,76,11,1,1
messi,LaLiga,28,2019-03-17,A,Real Betis  ,,85,Left-footed shot,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2019,3,17,7,76,11,1,1
messi,LaLiga,29,2019-03-30,H,Espanyol  ,RW ,71,Direct free kick,,secound_half,0,solo,2019,3,30,6,89,13,1,1
messi,LaLiga,29,2019-03-30,H,Espanyol  ,,89,Left-footed shot,Malcom,secound_half,Malcom,assisted,2019,3,30,6,89,13,1,1
messi,LaLiga,30,2019-04-02,A,Villarreal  ,RW,90,Direct free kick,,secound_half,0,solo,2019,4,2,2,92,14,2,1
messi,LaLiga,31,2019-04-06,H,Atlético Madrid  ,SS ,87,Left-footed shot,,secound_half,0,solo,2019,4,6,6,96,14,2,1
messi,Champions League,Quarter-Finals,2019-04-16,H,Man Utd,RW ,16,Left-footed shot,,first_half,0,solo,2019,4,16,2,106,16,2,1
messi,Champions League,Quarter-Finals,2019-04-16,H,Man Utd,,20,Right-footed shot,,first_half,0,solo,2019,4,16,2,106,16,2,1
messi,LaLiga,35,2019-04-27,H,Levante  ,RW,62,Left-footed shot,Arturo Vidal,secound_half,Arturo Vidal,assisted,2019,4,27,6,117,17,2,1
messi,Champions League,Semi-Finals,2019-05-01,H,Liverpool,RW ,75,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2019,5,1,3,121,18,2,1
messi,Champions League,Semi-Finals,2019-05-01,H,Liverpool,,82,Direct free kick,,secound_half,0,solo,2019,5,1,3,121,18,2,1
messi,LaLiga,38,2019-05-19,A,SD Eibar  ,CF ,31,Left-footed shot,Arturo Vidal,first_half,Arturo Vidal,assisted,2019,5,19,7,139,20,2,1
messi,LaLiga,38,2019-05-19,A,SD Eibar  ,,32,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2019,5,19,7,139,20,2,1
messi,Copa del Rey,Final,2019-05-25,H,Valencia,CF ,73,Left-footed shot,Clément Lenglet,secound_half,Clément Lenglet,assisted,2019,5,25,6,145,21,2,1
messi,LaLiga,8,2019-10-06,H,Sevilla FC  ,RW ,78,Direct free kick,,secound_half,0,solo,2019,10,6,7,279,40,4,1
messi,LaLiga,9,2019-10-19,A,SD Eibar  ,RW ,58,Left-footed shot,Antoine Griezmann,secound_half,Antoine Griezmann,assisted,2019,10,19,6,292,42,4,1
messi,Champions League,Group Stage,2019-10-23,A,Slavia Prague,RW ,3,Left-footed shot,Arthur,first_half,Arthur,assisted,2019,10,23,3,296,43,4,1
messi,LaLiga,11,2019-10-29,H,Real Valladolid  ,RW ,34,Direct free kick,,first_half,0,solo,2019,10,29,2,302,44,4,1
messi,LaLiga,11,2019-10-29,H,Real Valladolid  ,,75,Left-footed shot,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2019,10,29,2,302,44,4,1
messi,LaLiga,12,2019-11-02,A,Levante  ,RW ,38,Penalty,,first_half,0,solo,2019,11,2,6,306,44,4,1
messi,LaLiga,13,2019-11-09,H,Celta de Vigo  ,RW ,23,Penalty,,first_half,0,solo,2019,11,9,6,313,45,4,1
messi,LaLiga,13,2019-11-09,H,Celta de Vigo  ,,451,Direct free kick,,extra_time,0,solo,2019,11,9,6,313,45,4,1
messi,LaLiga,13,2019-11-09,H,Celta de Vigo  ,,48,Direct free kick,,secound_half,0,solo,2019,11,9,6,313,45,4,1
messi,Champions League,Group Stage,2019-11-27,H,Bor. Dortmund,RW ,33,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2019,11,27,3,331,48,4,1
messi,LaLiga,15,2019-12-01,A,Atlético Madrid  ,RW ,86,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2019,12,1,7,335,48,4,1
messi,LaLiga,16,2019-12-07,H,RCD Mallorca  ,RW ,17,Left-footed shot,Antoine Griezmann,first_half,Antoine Griezmann,assisted,2019,12,7,6,341,49,4,1
messi,LaLiga,16,2019-12-07,H,RCD Mallorca  ,,41,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2019,12,7,6,341,49,4,1
messi,LaLiga,16,2019-12-07,H,RCD Mallorca  ,,83,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2019,12,7,6,341,49,4,1
messi,LaLiga,18,2019-12-21,H,Alavés  ,RW ,69,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2019,12,21,6,355,51,4,1
messi,Supercopa,Semi-Finals,2020-01-09,H,Atlético Madrid,RW ,51,Right-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2020,1,9,4,9,2,1,1
messi,LaLiga,20,2020-01-19,H,Granada CF  ,CF ,76,Right-footed shot,Arturo Vidal,secound_half,Arturo Vidal,assisted,2020,1,19,7,19,3,1,1
